Investors_Name,investment_name_count
"HT Media, Arun Duggal",1
"RVCF and SIDBI",1
"Sol Primero",1
"JAFCO Asia, Keystone Group, Dragoneer Investment, Accel Partners",1
"Accion Venture Labs, Rianta Capital",1
"Dr Mushtaq Shah, Dr Faraz Naqvi",1
"Impact Investment Holding, Upaya Social Ventures",1
"Greenoaks capital, Sequoia Capital, LightSpeed Ventures",1
"Tiger Global Management, Indian Quotient, Binny Bansal",1
"Sequoia Capital, India Quotient",1
"Solidarity Venture Capital & others",1
"Pittie Group",1
"Nick Adams, Kiran Bhat, Family Pot Investments LLP",1
"Tiger Global, Matrix Partners, Lightspeed Venture Partners",1
"Nandan Nilekani, Rajiv Mody, Ajai Chowdhary",1
"Tano Capital",1
"Mayfield Ventures, Kalaari Capital",1
"Trinity Ventures, InterWest Partners, Mohr Davidow Ventures, Presidio Ventures",1
"Zodius Capital, Ru-Net, Kalaari Capital,\\xc2\\xa0 Qualcomm Ventures",1
"Sol Primero, Rajiv Mehta",1
"Orios Venture Partner",1
"Valiant Capital Partners",1
"India Quotient, Kae Capital",1
"Temasek, Norwest Venture Partners",1
"Splice Advisors",1
"Tiger Global, Times Internet, Zodius Capital",1
"Ant Financial Services (Alipay)",1
"Anand Vijay, Shashank Mehrotra & Others",1
"Valiant Capital, Tybourne Capital, Sequoia Capital, RuNet and Sofina",1
"Falcon Edge Capital, Matrix Partners India, Sequoia Capital India and Omidyar Network",1
"Chip Perry",1
"Mangrove Capital Partners",1
"SAIF Partners, Sequoia Capital, Aspada",1
"Karan Bajwa, Parvesh Bareja , Sunjay Kapur, Amanpreet Bajaj",1
"Nexus Venture Partners, Matrix Partners",1
"Suresh Senapaty, TV Mohandas Pai",1
"Srinivas Aluri, Srinivas Modukury, BS Nagesh",1
"Ashok Goel (promoter)",1
"Tiger Global, Rebright Partners, Sachin and Binny Bansal",1
"Mumbai Angels & Group of other investors",1
"Helion Venture Partners",1
"Cross Border Angels",1
"Calcutta Angels, Venture Nursery Angels Mumbai Angels",1
"Brick Eagle",1
"DA-IICT, Techstars, Carnegie Mellon University, Startup Brasil program",1
"Sequoia Capital, Ranjan Pai, Mohandas Pai & others",1
"InterGlobe Technology Quotient, Lantern Capital",1
"SAIF Partners, Fulcrum Ventures",1
"Unitus Seed Fund\\nNarayan Ramachandran, Bijou Kurien",1
"Amit Ranjan, Deepinder Goyal, Zishaan Hayath, Powai Lake Ventures",1
"V Balakrishnan, T V Mohandas Pai, BC Prabhakar",1
"V Balakrishnan, T V Mohandas Pai",1
"Sumit Jain, Rajat Jain, Sanjay Bhasin",1
"Kris Gopalakrishnan, Nagaraja Prakasam",1
"Matrix Partners, Sequoia Capital, Nexus Venture Partners",1
"IDG Ventures India, Jungle Ventures, India Quotient.",1
"Tiger Global Management, Sequoia Capital India",1
"TPG Growth, TR Capital, IDG Ventures",1
"Venkat Vallabhneni, Sudhakar Reddy, Srinivasa Rao Paturi",1
"DeNA Co., Japan & Teruhide Sato (in Addition to MKS Switzerland & Kris GopalKrishnan)",1
"TO THE NEW Ventures",1
"Tom Clausen, Rohan Ajila, Haldyn Glass",1
"Anupam Mittal, Manish Vij, Prashant Tandon, Gaurav Agarwal, Akash Agarwal, Himanshu Aggarwal, Kevin Parikh",1
"Jungle Ventures, Redbright Partners, Blume Ventures",1
"Devesh Sachdev, Ashish Tiwari",1
"Seedrs Crowd funding platform",1
"Rohit Bansal, Kunal Bahl, Nikhil Vora",1
Kickstarter,1
"IvyCap Ventures, Inventus Capital",1
"JS Capital, Helion Venture Partners, Capricorn Investment Group",1
"Alok Goel",1
"GWB Group, Blume Ventures",1
"Rajan Anandan, Mike Galgon, Ashim Mehra, Mohit Saxena, Ravi Gururaj, TNN Capital & IIG",1
"Rajan Anandan, Shankar Mahadevan, Deep Kalra & Others",1
"Adroitent Pvt. Ltd.",1
"Tiger Global & Other investors",1
"Cogent E Services",1
"Consortium of Angel Investors",1
"Eduardo Saverin & Velos Capital",1
"Premji Invest & Mayfield Fund",1
"Mayfield India, Kalaari Capital, Helion Ventures",1
"Rohit Jain, Amit Rambhia & Others",1
"August Capital Partners, Michael Blakey",1
ANALEC,1
"Goldman Sachs, Zodius Capital",1
"Inventus Capital Partners, IDG Ventures",1
"Kaizen Private Equity",1
"People Group (Shaadi.com)",1
"Hillhouse Capital, Tybourne Capital",1
"Kalaari Capital, Sequoia Capital",1
"Asia Pacific Internet Group",1
"KARSEMVEN Fund",1
"Exfinity Fund, GrowX Ventures.",1
"UK based Group of Angel Investors",1
